codes,video_url,title,creator,min_year,max_year,focus,watch_prompt,after_watching,source_url,review_note
AC9E1LY11,https://www.youtube.com/watch?v=eqigJZm5aa4,The SH Sound,Scratch Garden,1,1,Recognise sh as a digraph and use it to read and spell words.,"When s and h work together here, how many sounds do they make?","Say fish slowly, then write it. Check that its final sound is written with two letters.",https://scratchgarden.com/videos/the-sh-sound/,"Official creator lesson page and embedded YouTube ID checked; description and available lyrics reviewed. Not a complete audiovisual or playback review. One common consonant digraph only. Short/long vowels, blends and two-syllable reading remain in the written topic. Public YouTube oEmbed returned the expected official creator, title and embed HTML on 2026-09-07; this confirms metadata/embedding response, not playback or future availability."
AC9E1LY12,https://www.youtube.com/watch?v=9S7DY2lgJlU,Syllables,Scratch Garden,1,1,Hear and count the spoken beats in words.,Clap once for each beat in a word. Is that the same as counting letters?,Clap the beats in rabbit and tiger. Say each slowly and listen for the vowel sound in each beat.,https://scratchgarden.com/videos/syllables/,"Official creator lesson page and embedded YouTube ID checked; description and available lyrics reviewed. Not a complete audiovisual or playback review. Supports syllable awareness only; the written topic explicitly teaches vowel sounds and letters representing more than one sound. Public YouTube oEmbed returned the expected official creator, title and embed HTML on 2026-09-07; this confirms metadata/embedding response, not playback or future availability."
AC9E1LY13,https://www.youtube.com/watch?v=eqigJZm5aa4,The SH Sound,Scratch Garden,1,1,Use the common sh letter pattern when spelling words.,Where can you hear sh in the example words: at the start or at the end?,Write shop and wish from their sounds. Underline the letters that work together for sh.,https://scratchgarden.com/videos/the-sh-sound/,"Official creator lesson page and embedded YouTube ID checked; description and available lyrics reviewed. Not a complete audiovisual or playback review. One frequent spelling pattern as a focused supplement, not all one- and two-syllable spelling patterns. Public YouTube oEmbed returned the expected official creator, title and embed HTML on 2026-09-07; this confirms metadata/embedding response, not playback or future availability."
AC9E1LY14,https://www.youtube.com/watch?v=3r4MyipWcUE,The Word Come,Khan Academy Kids,1,1,"Read, spell and use the high-frequency word come in context.",How is come used in a sentence?,Write come. Use it in a short invitation and read the invitation aloud.,https://blog.khanacademy.org/khan-kids-the-science-of-reading-in-a-nutshell/,"Official Khan Academy article identifies and embeds/links this lesson; description reviewed. Not a complete audiovisual or playback review. The official Science of Reading article directly links this exact video as its come example. One focused word, not a claim to cover all high-frequency words. Public YouTube oEmbed returned the expected official creator, title and embed HTML on 2026-09-07; this confirms metadata/embedding response, not playback or future availability."
AC9E1LY15,https://www.youtube.com/watch?v=lD1OaD4FBqM,Nessy Spelling Strategy: Plurals -s and -es,Nessy,1,1,See how an ending changes a word from one thing to more than one.,"What is added to the base word, and how does its meaning change?",Write cat/cats and box/boxes. Underline the base word and circle the ending that means more than one.,https://www.youtube.com/watch?v=lD1OaD4FBqM,"Original YouTube upload title, creator and indexed description checked. Not a complete audiovisual or playback review. Original @nessy upload checked. Grammatical plural morphemes are the focus; avoid confusing these with rhyme-based word families. Other grammatical endings stay in the topic guide. Public YouTube oEmbed returned the expected official creator, title and embed HTML on 2026-09-07; this confirms metadata/embedding response, not playback or future availability."
AC9E1LA02,https://www.youtube.com/watch?v=KEK2oGBSsHk,Opinion Writing for Kids: What Is It?,Teaching Without Frills,1,1,Recognise words that express a preference and practise giving a simple reason.,Which words tell you how the speaker feels? Listen for a reason for an opinion.,Choose a favourite game. Tell someone: I like ___ because ___. Ask for their opinion and listen to their reason.,https://www.youtube.com/watch?v=KEK2oGBSsHk,"Official creator upload and description checked; root public oEmbed confirms @TeachingWithoutFrills and embed HTML. Supplementary transcript at ClassX reviewed: simple food/pet preferences, opinion sentence starters and one because example. These introductory ideas fit a supported Year 1 discussion; no essay plan or later series episode is assigned. The third-party Grades 3–6 catalogue label was not treated as a mandatory minimum after examining this individual episode. No full audiovisual/playback review. Metadata check 2026-09-08."
AC9E1LY08,https://www.youtube.com/watch?v=7Hsy9hwpiAw,Handwriting Lesson: Letter Size and Placement,Learning Without Tears,1,1,"Notice how tall, small and descending letters fit on writing lines.","Which letters are tall? Which stay small, and which have a part below the line?","Write cat and dog using separate letters and your usual classroom letter shapes. Check the tall letters, small letters and the part of g that goes below the line.",https://www.lwtears.com/resources/Handwriting-Without-Tears-Video-Lessons,"Official Learning Without Tears lesson page directly embeds this exact video and describes a child activity for tall, small and descending-letter size/placement. Public YouTube oEmbed confirms title, @LWTears and returned embed HTML on 2026-09-08. This supports the size/placement component of unjoined handwriting; it does not replace local Australian formation models or require the commercial workbook or materials. Source page reviewed without submitting its form. No complete audiovisual/playback or font-by-font review; coordinated root visual check still applies."
AC9M2N01,https://www.youtube.com/watch?v=a4FXl4zb3E4,"Place Value Song: Ones, Tens and Hundreds",Numberock,2,2,"Represent numbers using ones, tens and hundreds, with ten hundreds making one thousand.",How many tens are needed to make one hundred?,"Draw 246 with hundreds, tens and ones. Write two numbers between 240 and 250 and put them in order.",https://numberock.com/lessons/place-value/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Creator labels this video Grades 1–3. Number lines remain in the written lesson.
AC9M2N02,https://www.youtube.com/watch?v=a4FXl4zb3E4,"Place Value Song: Ones, Tens and Hundreds",Numberock,2,2,See why ten ones can be regrouped as one ten and ten tens as one hundred.,What changes when ten tens are collected together?,"Build 302 with blocks or a drawing. Explain the zero, then show the same number as 30 tens and 2 ones.",https://numberock.com/lessons/place-value/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Creator labels Grades 1–3. Supplement for regrouping; non-standard partitions and zero need the topic examples.
AC9M2N03,https://www.youtube.com/watch?v=362JVVvgYPE,"Fractions: Equal Parts, Halves and Quarters",Scratch Garden,2,2,Explore equal shares and connect halves with quarters. Use the lesson to continue halving into eighths.,Would two unequal pieces both be halves? Explain.,"Fold a paper rectangle into two, then four, then eight equal parts. Label one half, one quarter and one eighth.",https://scratchgarden.com/videos/fractions/,"Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy. Creator describes a primary lesson about equal shares, halves and quarters; eighths are a follow-up."
AC9M2N04,https://www.youtube.com/watch?v=7J1OkxuyLD0,Adding and Subtracting,Scratch Garden,2,2,Connect joining and taking away with addition and subtraction number sentences.,How can a subtraction undo an addition?,Use counters to show 14 + 5 = 19. Find a related subtraction and explain how you know.,https://scratchgarden.com/videos/adding-subtracting/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy.
AC9M2N05,https://www.youtube.com/watch?v=gzFbUZ8VjEg,Equal Groups Multiplication: Repeated Addition Using Arrays,Numberock,2,2,"Connect repeated addition, equal groups and rectangular arrays.",Why must the groups have the same number in this multiplication model?,Arrange 12 counters in 3 equal groups. Write a repeated-addition sentence and explain how sharing the counters reverses the grouping.,https://numberock.com/lessons/repeated-addition-multiplication/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Creator recommends its repeated-addition video for Grade 2; division remains in the lesson.
AC9M2N06,https://www.youtube.com/watch?v=7J1OkxuyLD0,Adding and Subtracting,Scratch Garden,2,2,Use joining and taking-away situations to decide which number sentence represents a practical problem.,Which words and pictures help you decide whether to add or subtract?,"A class has 12 pencils and receives 7 more. Model the situation, solve it and explain what your answer means.",https://scratchgarden.com/videos/adding-subtracting/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy. Supports additive modelling. Money transactions and multiplicative situations remain in the written lesson; no foreign coin examples are required.
AC9M2A01,https://www.youtube.com/watch?v=GvTcpfSnOMQ,Counting by Twos,Scratch Garden,2,2,Hear and see a number pattern that increases by two each time.,What changes each time the next number is spoken?,"Write 6, 8, __, 12, __. Fill the gaps and then make a pattern that decreases by two.",https://scratchgarden.com/videos/counting-by-twos/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy. Creator lyrics checked. Supports constant increases; decreasing and other increments are follow-up work.
AC9M2A02,https://www.youtube.com/watch?v=G05AgnEGmgw,Composing and Decomposing Numbers,Scratch Garden,2,2,Use parts and a whole to explore number facts up to 20.,How can one whole number be made from different pairs of parts?,Show 8 + 7 = 15 using counters. Write both related subtraction facts and explain one.,https://scratchgarden.com/videos/composing-decomposing/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy. Creator describes number bonds and composing numbers to 20.
AC9M2A03,https://www.youtube.com/watch?v=GvTcpfSnOMQ,Counting by Twos,Scratch Garden,2,2,Build the two-times pattern by counting equal pairs.,How many pairs have been counted when the total reaches ten?,Draw six pairs of dots. Use your drawing to explain 6 × 2 = 12 and 12 ÷ 2 = 6.,https://scratchgarden.com/videos/counting-by-twos/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy. Creator lyrics checked. Supports pairs and the two-times sequence; doubling and halving are taught in the lesson.
AC9M2M01,https://www.youtube.com/watch?v=2wUsdsae0ro,Measuring: Length and Distance,Scratch Garden,2,2,Compare lengths and notice why a measuring unit must stay the same size.,Why would measuring with different-sized units make a comparison difficult?,Measure the same book with equal paper strips and then smaller equal blocks. Compare the counts.,https://scratchgarden.com/videos/measuring/,"Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy. Creator describes length, height, width and informal/standard units. Capacity and mass remain in the written lesson."
AC9M2M02,https://www.youtube.com/watch?v=362JVVvgYPE,"Fractions: Equal Parts, Halves and Quarters",Scratch Garden,2,2,Recognise halves and quarters in familiar objects and equal-sharing situations.,Where do you notice a half or a quarter in an everyday example?,"Draw a sandwich cut into four equal pieces. Show one quarter and one half, then split each quarter to make eighths.",https://scratchgarden.com/videos/fractions/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy. Supports halves and quarters; eighths are developed in the follow-up and written lesson.
AC9M2M03,https://www.youtube.com/watch?v=D8ZQTsbJ55w,Calendars for Kids: Months and Days,Learn Bright,2,2,"Use a calendar to connect dates, days of the week and months.",How do the rows and columns help you find a date?,Choose two dates in the same month that are one week apart. Count the days from the first date to the second.,https://www.youtube.com/watch?v=D8ZQTsbJ55w,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Official title/description and author confirmed. Dates and month/day ordering in examples may be American; use a local calendar.
AC9M2M04,https://www.youtube.com/watch?v=Xwazo-_ePoA,Hip-Hop Around the Clock: Quarter Hours,Jack Hartmann Kids Music Channel,2,2,"Practise reading quarter past, half past and quarter to on a clock.",Where is the minute hand at each quarter-hour position?,Draw 2:15 and 2:45. Explain where the hour hand belongs in each drawing.,https://www.youtube.com/watch?v=Xwazo-_ePoA,"Official description specifies quarter after, half past and quarter till; title, author and embed returned by YouTube oEmbed. Full audiovisual playback not reviewed. Use Australian quarter past and quarter to wording. Replaces a rejected clock video whose published lyrics misstate the digital minute range."
AC9M2SP01,https://www.youtube.com/watch?v=Ux_kLd7qAcY,Shapes: Sorting by Attributes,Scratch Garden,2,2,Compare and sort two-dimensional shapes using their features.,Which features can help you sort shapes in more than one way?,"Draw a triangle, rectangle and circle. Sort them by straight or curved boundaries and explain your groups.",https://scratchgarden.com/videos/shapes/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy. Specific parallel and opposite-side language remains in the topic lesson.
AC9M2SP02,https://www.youtube.com/watch?v=HnlJzWhsNnw,Location and Directions,Scratch Garden,2,2,Use position and movement words to describe where something is and how to reach it.,Which direction words help someone follow a route?,Sketch a simple map of a room. Describe a path from the door to a chair and ask someone to trace it.,https://scratchgarden.com/videos/location-directions/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy.
AC9M2ST01,https://www.youtube.com/watch?v=zF_dBk8EPDk,"Data: Collecting, Organising and Displaying",Scratch Garden,2,2,Collect category data and organise it with tally marks or a table.,How do tally marks help keep track of the answers?,Ask five people to choose one of three favourite fruits. Record each answer once in a tally table.,https://scratchgarden.com/videos/data/,"Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy. Creator describes collection, organisation, tally marks, pictographs and analysis."
AC9M2ST02,https://www.youtube.com/watch?v=zF_dBk8EPDk,"Data: Collecting, Organising and Displaying",Scratch Garden,2,2,"Compare ways to show the same category counts, including tally charts and picture graphs.",What stays the same when the same results are shown in a different display?,"Represent red 4, blue 2 and green 3 as both a table and a picture graph, with one symbol per vote. Explain which is easier to compare.",https://scratchgarden.com/videos/data/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy.
AC9S2U01,https://www.youtube.com/watch?v=joq-IUFNkrw,Explore the Solar System: The Rocky Planets,SciShow Kids,2,2,Locate Earth among the rocky planets that travel around the Sun.,"Which planet is our home, and what does it travel around?",Draw the Sun and label Earth as a planet. Record one question about how the Moon or stars seem to change position.,https://www.youtube.com/watch?v=joq-IUFNkrw,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Official author confirmed. Supports Earth in the solar system; sky-position patterns remain in the written lesson.
AC9S2U02,https://www.youtube.com/watch?v=3-xKZKxXuu0,What Is Sound?,SciShow Kids,2,2,Connect sounds with objects vibrating back and forth.,What happens to the sound when a vibrating object stops moving?,"Hum softly with your fingertips gently on your throat, then stop. Describe what changed.",https://www.youtube.com/watch?v=3-xKZKxXuu0,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Official metadata plus community transcript reviewed. Focus on observable vibrations; air-particle detail is supplementary. Do not copy the can/rubber-band activity without adult checks.
AC9S2H01,https://www.youtube.com/watch?v=dLQ0lHpyZd8,How Do We Know When It Will Rain?,SciShow Kids,2,2,Explore how weather observations help people make predictions used in daily life.,How might a weather prediction help someone plan their day?,"Name one choice a farmer, sports coach or family might make using a weather forecast.",https://www.youtube.com/watch?v=dLQ0lHpyZd8,"Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Official title, creator and description checked. This is an example of using science; a forecast is not a certainty."
AC9S2I01,https://www.youtube.com/watch?v=uGCexyr4IYw,Let’s Be Scientists!,Planet Nutshell,2,2,Connect questions and predictions with observations from an investigation.,What could you observe to check whether a prediction matches what happens?,Choose a question about familiar objects. Say what you predict and what observation could help you check it.,https://planetnutshell.com/portfolio/lets-be-scientists/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Creator identifies this as an early-childhood video made for Kentucky Educational Television. Primary source and official author checked.
AC9S2I02,https://www.youtube.com/watch?v=uGCexyr4IYw,Let’s Be Scientists!,Planet Nutshell,2,2,"See why predictions are checked with an investigation, then plan safe steps with an adult.","Before trying an investigation, what materials and safety steps would you need to check?","With an adult, plan how to test which of two paper shapes slides farther down a low cardboard ramp. Clear the area and agree on the steps first.",https://planetnutshell.com/portfolio/lets-be-scientists/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Supports testing predictions; the video is not a safety lesson. Adult-led safety planning and procedures remain in the topic lesson.
AC9S2I03,https://www.youtube.com/watch?v=Uo8lbeVVb4M,Be a Weather Watcher,SciShow Kids,2,2,"Record repeated weather observations with words, pictures and simple measurements.",Why does Jessi record the weather at the same time each day?,"From a safe place, record the weather at the same time for three days. Use labelled drawings or words.",https://www.youtube.com/watch?v=Uo8lbeVVb4M,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Official author and description plus community transcript reviewed. Observe local conditions; examples of snow are not predictions for Australia. Never look directly at the Sun.
AC9S2I04,https://www.youtube.com/watch?v=zF_dBk8EPDk,"Data: Collecting, Organising and Displaying",Scratch Garden,2,2,Organise observations into categories and represent the counts clearly.,How does a table or picture graph make a pattern easier to notice?,Sort five days of weather observations into categories. Show each category count in a simple table.,https://scratchgarden.com/videos/data/,"Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy. A primary mathematics demonstration used specifically for the shared skill of organising observational data, not a replacement science lesson."
AC9S2I05,https://www.youtube.com/watch?v=uGCexyr4IYw,Let’s Be Scientists!,Planet Nutshell,2,2,Compare what happened with what you predicted and use the result to ask a new question.,Can an investigation be useful when its result differs from the prediction?,"Use a class investigation: state the prediction, the observation and one question to explore next.",https://planetnutshell.com/portfolio/lets-be-scientists/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Primary creator description explicitly concerns drawing conclusions from predictions. Fair comparisons with others remain in the lesson.
AC9S2I06,https://www.youtube.com/watch?v=Uo8lbeVVb4M,Be a Weather Watcher,SciShow Kids,2,2,Use a weather journal as an example of communicating observations through labelled pictures and words.,Which labels or weather words would help someone else understand the journal?,"Create one journal entry with a date, labelled weather picture and a sentence saying what you observed.",https://www.youtube.com/watch?v=Uo8lbeVVb4M,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Official metadata and community transcript reviewed. Communication activity stays within local weather observations.
AC9E2LA01,https://www.youtube.com/watch?v=YVahJKMk2VY,The Courtesy Song,Scratch Garden,2,2,"Notice polite words used for requests, thanks and interruptions in different situations.",How does the reason for speaking change the words a person chooses?,Act out asking a friend for a pencil and asking a teacher for help. Explain which words you chose.,https://scratchgarden.com/videos/courtesy/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy. Creator lyrics checked. Politeness conventions vary; discuss the context rather than treating one formula as universal.
AC9E2LA03,https://www.youtube.com/watch?v=SV5qoOWONm8,Fiction and Nonfiction,Khan Academy Kids,2,2,Compare a made-up story with a book that gives factual information.,What clues suggest that a book aims to tell a story or give information?,"Choose a storybook and a factual book about animals. Compare their headings, pictures and kinds of sentences.",https://www.youtube.com/watch?v=SV5qoOWONm8,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Official description and author checked. Supports two text types; persuasion and curriculum-specific text structures remain in the lesson.
AC9E2LA04,https://www.youtube.com/watch?v=qtkivKA4h9w,Personal Pronouns,Khan Academy,2,2,"Explore words such as I, you, he, she, it, we and they that refer to people or things.",Which pronoun could replace a repeated character name without making the meaning unclear?,Write two sentences about Mia and two about Mia and Sam. Replace a repeated name with a clear personal pronoun.,https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/introduction-to-pronouns/v/personal-pronouns-the-parts-of-speech-grammar,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Watch with adult support for grammar labels. Possessive pronouns and omitted words remain in the Year 2 lesson.
AC9E2LA05,https://www.youtube.com/watch?v=7dhW9I2xbFg,The Parts of a Book Song,Scratch Garden,2,2,"Use chapter titles, page numbers and a table of contents to find information in a book.",How can a table of contents save you from searching every page?,Find a chapter using a table of contents. Explain how you would find a different topic using an index.,https://scratchgarden.com/videos/parts-of-a-book/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy. Creator lyrics checked. Screen menus and links remain in the written lesson.
AC9E2LA06,https://www.youtube.com/watch?v=imwtcmvk668,Coordinating Conjunctions,Khan Academy,2,2,"Explore how words such as and, but, or and so can connect ideas.",Which joining word would show a contrast between two complete ideas?,Join “It was raining.” and “We played indoors.” with so. Explain why each part could also be a sentence.,https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-preposition-and-the-conjunction/introduction-to-conjunctions/v/coordinating-conjunctions-final,"Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Adult support recommended for grammar labels. Focus on and, but, or and so; keep the lesson’s independent-clause check."
AC9E2LA07,https://www.youtube.com/watch?v=CxrxUyxMnxA,"Adjectives, Nouns and Verbs: Amazing Newts Vibrate",Nessy,2,2,"Notice how nouns name, adjectives describe and verbs tell what happens.",How can an adjective make a noun more precise?,Expand “a bird” into “a small green bird”. Add a verb group to make a complete sentence.,https://www.youtube.com/watch?v=CxrxUyxMnxA,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Official creator and description checked. Supports word roles; article use and noun/verb groups are developed in the lesson.
AC9E2LA08,https://www.youtube.com/watch?v=24bGmyLH3Qw,How Illustrations Show Mood,Khan Academy Kids,2,2,Notice how illustrations add clues about feelings and atmosphere to a story.,Which picture detail helps you understand the mood?,Draw two pictures for “The child walked into the room”: one cheerful and one uneasy. Explain what the pictures add.,https://www.youtube.com/watch?v=24bGmyLH3Qw,"Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Official title, creator and reading-comprehension purpose checked."
AC9E2LA09,https://www.youtube.com/watch?v=CxrxUyxMnxA,"Adjectives, Nouns and Verbs: Amazing Newts Vibrate",Nessy,2,2,Choose describing words that make an object or action more specific.,What extra information does a describing word give the reader?,Choose three useful words for describing a garden. Use them in a short explanation and say why they fit the topic.,https://www.youtube.com/watch?v=CxrxUyxMnxA,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Supports deliberate descriptive vocabulary; wider topic-specific vocabulary remains in the lesson.
AC9E2LA10,https://www.youtube.com/watch?v=LdCOswMeXFQ,Punctuation Explained,Scratch Garden,2,2,"Review punctuation, including how commas help readers separate parts of a sentence.",What does a comma help a reader notice?,"Write a list of three foods in a sentence, using commas between items. Give it a title and check the capital letters.",https://scratchgarden.com/videos/punctuation/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy. Creator page identifies comma teaching. The video also covers other punctuation and calls a full stop a period; title capitals remain in the written lesson.
AC9E2LE01,https://www.youtube.com/watch?v=uVfVPRFhYD4,All About Characters,Khan Academy Kids,2,2,Notice a character’s actions and feelings before discussing how a story’s setting affects that character.,What can a character’s actions help you understand?,"In a class text, name a character and describe how the place or time affects what they do.",https://www.youtube.com/watch?v=uVfVPRFhYD4,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Supports character discussion only. It is not a First Nations Australian text; use the lesson’s appropriately selected Australian and First Nations literature for required text experiences.
AC9E2LE02,https://www.youtube.com/watch?v=uVfVPRFhYD4,All About Characters,Khan Academy Kids,2,2,Identify features of characters that can help you explain a reading preference.,"Which character detail interests you, and why?",Name a character you prefer in a familiar story. Give one reason linked to what they say or do.,https://www.youtube.com/watch?v=uVfVPRFhYD4,"Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Official description concerns characters thinking, feeling, acting and changing. Setting and preference language remain in the topic discussion."
AC9E2LE03,https://www.youtube.com/watch?v=uVfVPRFhYD4,All About Characters,Khan Academy Kids,2,2,"Use a character’s thoughts, feelings and actions as clues when comparing stories.",Which words or actions reveal how a character is feeling?,"Compare two characters from familiar stories. Point to a word, action or picture that shows a difference.",https://www.youtube.com/watch?v=uVfVPRFhYD4,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Supports character clues; comparison of setting language remains in the lesson.
AC9E2LE04,https://www.youtube.com/watch?v=4PW3_LErVZk,Rhyming Words,Scratch Garden,2,2,Listen for words with matching ending sounds and try creating your own rhymes.,What part of the rhyming words sounds the same?,Make a two-line rhyme and tap its beat. Swap one rhyming word and read the lines aloud again.,https://scratchgarden.com/videos/rhyming-words/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy.
AC9E2LE05,https://www.youtube.com/watch?v=r5O3GeVaGHc,"Beginning, Middle and End",Khan Academy Kids,2,2,"Explore how a story introduces characters, presents a problem and brings events to an ending.",What changes between the beginning and the end of the story?,"Retell a familiar tale in three boxes. Change its setting, then edit one event so it fits your new version.",https://www.youtube.com/watch?v=r5O3GeVaGHc,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Creator description checked; simpler and better bounded for Year 2 than videos teaching subplots and foreshadowing.
AC9E2LY01,https://www.youtube.com/watch?v=SV5qoOWONm8,Fiction and Nonfiction,Khan Academy Kids,2,2,Compare story and factual text when they describe a similar subject.,How might a story about an animal differ from a factual book about that animal?,Choose the same topic in a storybook and an information book. State one similarity and one difference in how the topic is presented.,https://www.youtube.com/watch?v=SV5qoOWONm8,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Supports comparison across two types; media and additional text types remain in the lesson.
AC9E2LY02,https://www.youtube.com/watch?v=YVahJKMk2VY,The Courtesy Song,Scratch Garden,2,2,"Practise respectful words for asking, responding and entering a conversation.",What could you say when you need to add an idea while someone else is speaking?,"In pairs, explain a favourite game. Take turns, listen and ask one question that builds on your partner’s idea.",https://scratchgarden.com/videos/courtesy/,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy. Creator lyrics checked. Active listening and extending ideas need the paired activity and written lesson.
AC9E2LY03,https://www.youtube.com/watch?v=SV5qoOWONm8,Fiction and Nonfiction,Khan Academy Kids,2,2,Notice a difference between texts that tell imagined stories and texts that share factual information.,Why might a reader choose a storybook or an information book?,Choose a book for someone who wants facts about frogs and a book for someone who wants a frog adventure. Explain each choice.,https://www.youtube.com/watch?v=SV5qoOWONm8,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Supports imaginative/informative purpose and reader needs. Persuasive texts are still taught in the topic lesson.
AC9E2LY04,https://www.youtube.com/watch?v=xjtPMiumixA,Don’t Read Like a Robot,GoNoodle | Get Moving,2,2,Practise reading aloud with expression so the voice helps communicate meaning.,How does changing the voice make the same words sound different?,"Read two familiar sentences aloud. Reread them with phrasing that suits the meaning, checking any word that did not make sense.",https://www.gonoodle.com/videos/6YloKw/dont-read-like-a-robot,"Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Creator transcript and Grade 2 tag checked; original GoNoodle upload confirmed. Supports expressive fluency, not replacing phonics or self-correction."
AC9E2LY05,https://www.youtube.com/watch?v=-6e2Cf9oLRM,Visualizing While You Read,Khan Academy Kids,2,2,Build a mental picture using details from a text.,Which words help you imagine the scene?,"Listen to a short description, draw what you imagine, and label two details that came from the words.",https://www.youtube.com/watch?v=-6e2Cf9oLRM,Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Official title and creator checked. Visualising is one of the comprehension strategies in this code; the others remain in the written lesson.
AC9E2LY06,https://www.youtube.com/watch?v=r5O3GeVaGHc,"Beginning, Middle and End",Khan Academy Kids,2,2,Plan the basic structure of a short imaginative text for a familiar reader.,"How do the beginning, problem and ending fit together?",Plan and write a short three-part story for a younger child. Reread it to improve a word choice and check punctuation.,https://www.youtube.com/watch?v=r5O3GeVaGHc,"Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Supports imaginative structure. Informative and persuasive writing, editing and multimodal choices remain in the full lesson."
AC9E2LY07,https://www.youtube.com/watch?v=xjtPMiumixA,Don’t Read Like a Robot,GoNoodle | Get Moving,2,2,Practise using expression and an audible voice when sharing prepared words with an audience.,How does a speaker’s voice help listeners understand the feeling of the words?,Rehearse a three-sentence presentation about a familiar topic. Ask a partner whether your voice was clear and suited the message.,https://www.gonoodle.com/videos/6YloKw/dont-read-like-a-robot,"Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Creator transcript includes practising lines for performance. Supports delivery only; purpose, structure and visual choices remain in the lesson."
AC9E2LY10,https://www.youtube.com/watch?v=X0_i32BgBiA,The Vowel Teams Song: The Long A Sound,Scratch Garden,2,2,Explore letter teams that can represent the long a sound.,Which different letter teams can represent the same long a sound?,"Sort rain, play and day by their long a spelling. Add another word to each group and read each group aloud.",https://scratchgarden.com/videos/vowel-teams/,"Official source description and YouTube metadata checked; full audiovisual playback not reviewed. Original embed ID extracted from creator page; creator permits embedding in sharing policy. Specific long-A version confirmed by official YouTube metadata. Other vowel patterns, clusters, silent letters and compounds remain in the lesson."
