"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation","visual_description","visual_asset","visual_svg","response_type","acceptance_note"
"AC9M2M05","Quarter, half, three-quarter and full turns","test","AC9M2M05-T-005","A toy points left, then makes a half turn. Where does it point?","A. Top | B. Bottom | C. Right","Right","Right is opposite left. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M05","Quarter, half, three-quarter and full turns","test","AC9M2M05-T-006","A pointer starts at the bottom. Where does a quarter turn anticlockwise take it?","A. Right | B. Left | C. Top","Right","Anticlockwise from bottom goes towards right. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M05","Quarter, half, three-quarter and full turns","test","AC9M2M05-T-007","A pointer faces right and makes three quarter-turns clockwise. Where does it finish?","A. Top | B. Bottom | C. Left","Top","Right to bottom to left to top uses three quarters. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M05","Quarter, half, three-quarter and full turns","test","AC9M2M05-T-008","A wheel has made one quarter turn. How much more in the same direction completes one rotation?","A. One quarter of a turn | B. One half of a turn | C. Three quarters of a turn","Three quarters of a turn","A full rotation has four quarters; three remain. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M05","Quarter, half, three-quarter and full turns","test","AC9M2M05-T-009","Three quarter-turns followed by one more quarter-turn, all clockwise, make what?","A. A half turn | B. A full turn | C. A three-quarter turn","A full turn","There are four quarter-turns altogether. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M05","Quarter, half, three-quarter and full turns","test","AC9M2M05-T-010","A toy turns halfway clockwise and then halfway anticlockwise. Its final direction is what?","A. The starting direction | B. The opposite direction | C. A quarter turn from the start","The starting direction","The second half turn undoes the first. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M05","Quarter, half, three-quarter and full turns","test","AC9M2M05-T-011","A toy faces the same way before and after moving. Must it have made exactly one full turn?","A. Yes; that is the only possibility | B. No; it might not have turned, or made more than one full turn | C. No; it must have made a half turn","No; it might not have turned, or made more than one full turn","Ending direction alone cannot tell how many complete rotations occurred. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M05","Quarter, half, three-quarter and full turns","test","AC9M2M05-T-012","A quarter turn clockwise and a quarter turn anticlockwise start at the top. Their end directions are what?","A. Both right | B. Both bottom | C. Right and left","Right and left","The equal turn amounts travel in opposite directions. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M05","Quarter, half, three-quarter and full turns","test","AC9M2M05-T-013","A long pointer and a short pointer each turn halfway. Which rotates through more of a circle?","A. The long pointer | B. The short pointer | C. Neither; each rotates through one half","Neither; each rotates through one half","Pointer length does not change the fraction of a turn. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M05","Quarter, half, three-quarter and full turns","test","AC9M2M05-T-014","A pointer faces down and must face up. Which listed turn achieves this?","A. A half turn | B. A quarter turn | C. A full turn","A half turn","Up and down are opposite directions. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M05","Quarter, half, three-quarter and full turns","test","AC9M2M05-T-015","Start a pointer facing right. Demonstrate a three-quarter turn anticlockwise. Name each direction it passes at quarter-turn stops.","","Right to top to left to bottom.","Right to top to left to bottom. Hint: Check three anticlockwise quarter-turns, ending at bottom.","","","","adult-review","Check three anticlockwise quarter-turns, ending at bottom."
"AC9M2M05","Quarter, half, three-quarter and full turns","test","AC9M2M05-T-016","Draw two turn diagrams from the same starting direction: a half turn and a full turn. Add curved arrows and label them.","","Half-turn arrow covers half a circle; full-turn arrow covers a complete circle.","Half-turn arrow covers half a circle; full-turn arrow covers a complete circle. Hint: Require arrows showing amount, not only starting and finishing rays; accept either rotation direction.","","","","adult-review","Require arrows showing amount, not only starting and finishing rays; accept either rotation direction."
