"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation"
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-021","A gardener predicts seeds will sprout in about a week. They usually did so in similar soil and weather. What should the gardener do if these seeds take longer?","A. Check the conditions and update the prediction. | B. Change the record to say they sprouted on time. | C. Decide observations are never useful.","A. Check the conditions and update the prediction.","New observations can improve a prediction; living things do not always follow an exact timetable."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-022","A cyclist notices a tyre loses air again soon after pumping. How can this repeated observation help?","A. It suggests checking for a leak. | B. It proves the bicycle's colour is wrong. | C. It shows all tyres always lose air immediately.","A. It suggests checking for a leak.","A repeated loss of air gives a useful clue when solving an everyday problem."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-023","A family wants washing to dry sooner. Tests on similar days show a breezy spot dries it faster than a sheltered spot. What choice uses this evidence?","A. hang it in the sheltered spot | B. choose a spot only by fence colour | C. hang it in the breezy spot","C. hang it in the breezy spot","The observed drying pattern helps the family choose a useful place."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-024","A forecast says rain is likely during a picnic. The family packs a rain cover, but no rain falls. Was using the forecast pointless?","A. Yes; a useful prediction must always come true. | B. No; it helped them prepare for a likely event. | C. Yes; preparing can stop rain from falling.","B. No; it helped them prepare for a likely event.","A prediction can guide sensible preparation without being certain."
"AC9S2H01","science in daily life and evidence-based predictions","test","ac9s2h01-t-001","A repairer tests a torch with fresh batteries before replacing the bulb. How is science helping?","A. A test helps find the cause of a problem. | B. A guess replaces all observations. | C. The torch's colour reveals the fault.","A. A test helps find the cause of a problem.","Testing possible causes helps the repairer decide what needs fixing."
"AC9S2H01","science in daily life and evidence-based predictions","test","ac9s2h01-t-002","A family needs material for a towel. A test shows cloth absorbs water while a smooth plastic sheet does not. Which choice uses the test?","A. choose the plastic sheet | B. choose the cloth | C. choose by the price tag's colour","B. choose the cloth","Absorption results show which material is suited to drying things."
"AC9S2H01","science in daily life and evidence-based predictions","test","ac9s2h01-t-003","A musician strikes a chime lightly for a gentle sound. What knowledge are they using?","A. All notes get higher when played softly. | B. Only loud objects can vibrate. | C. The strength of a strike affects loudness.","C. The strength of a strike affects loudness.","Understanding how actions affect sound helps musicians control their playing."
"AC9S2H01","science in daily life and evidence-based predictions","test","ac9s2h01-t-004","A gardener finds soil dries faster in a small sunny pot than in a shaded pot. What should they do on another similar day?","A. Water both pots only when their colours fade. | B. Check the sunny pot's soil sooner. | C. Assume neither pot can dry again.","B. Check the sunny pot's soil sooner.","The observed drying pattern helps plan when to check the plants."
"AC9S2H01","science in daily life and evidence-based predictions","test","ac9s2h01-t-005","For several years, a local tree has flowered in the same season. How might a beekeeper use these records?","A. predict when flowers may provide food for bees | B. prove flowers will open on exactly the same day | C. decide how many stripes every bee will have","A. predict when flowers may provide food for bees","Seasonal observations can help predict when food may be available."
"AC9S2H01","science in daily life and evidence-based predictions","test","ac9s2h01-t-006","A child expects a puddle in a sunny spot to shrink on a warm day because similar puddles did before. What makes this a scientific prediction?","A. It says exactly what the child wants. | B. It cannot be checked later. | C. It uses relevant past observations.","C. It uses relevant past observations.","The prediction draws on an observed pattern that can be checked."
"AC9S2H01","science in daily life and evidence-based predictions","test","ac9s2h01-t-007","A craft worker wants a curved handle from a soft metal strip. Which knowledge helps?","A. how loudly its name can be spoken | B. which packaging picture is nicest | C. how the strip responds to bending","C. how the strip responds to bending","Knowing how a material changes under bending helps make the required shape."
"AC9S2H01","science in daily life and evidence-based predictions","test","ac9s2h01-t-008","A forecaster changes a rain prediction after new wind and cloud observations. Why?","A. New evidence can improve predictions. | B. Predictions must ignore changing weather. | C. The first prediction must always be kept.","A. New evidence can improve predictions.","Scientists can revise predictions when new evidence becomes available."
"AC9S2H01","science in daily life and evidence-based predictions","test","ac9s2h01-t-009","A school finds its shaded seats are cooler than its sunny seats on several hot days. How can it use this pattern?","A. assume all seats always have the same temperature | B. choose shaded seating during hot weather | C. choose seats only by how old they are","B. choose shaded seating during hot weather","The temperature pattern guides a practical choice for comfort."
"AC9S2H01","science in daily life and evidence-based predictions","test","ac9s2h01-t-010","Which situation shows a prediction rather than a completed observation?","A. A sailor expects stronger wind after checking the forecast. | B. A sailor writes down the wind felt this morning. | C. A sailor measures today's rainfall.","A. A sailor expects stronger wind after checking the forecast.","Expecting a future condition is predicting; recording present or past conditions is observing."
"AC9S2H01","science in daily life and evidence-based predictions","test","ac9s2h01-t-011","A family tests lunch containers. One leaks every time it is turned sideways. What is a sensible decision for carrying soup?","A. Choose the leaking one because it is familiar. | B. Ignore the tests because all lids work equally. | C. Use a container that passed the leak test.","C. Use a container that passed the leak test.","Test results help choose a container suited to the job."
"AC9S2H01","science in daily life and evidence-based predictions","test","ac9s2h01-t-012","First Nations sky knowledge has been built through observations across many generations. Why are repeated observations useful for navigation?","A. They make stars remain still all night. | B. They help people recognise dependable sky patterns. | C. They mean landmarks never need to be noticed.","B. They help people recognise dependable sky patterns.","Repeated observations build knowledge of patterns that can guide journeys."
"AC9S2H01","science in daily life and evidence-based predictions","test","ac9s2h01-t-013","A gardener predicts watering will help a wilted plant because its soil is dry. After watering, it stays wilted. What is the best next step?","A. Record that it recovered even though it did not. | B. Look for other causes and gather more observations. | C. Keep the same prediction without checking anything.","B. Look for other causes and gather more observations.","A prediction should be checked against the result and revised if necessary."
"AC9S2H01","science in daily life and evidence-based predictions","test","ac9s2h01-t-014","On repeated tests, a cool box keeps an ice block solid longer than an open tray does. Which prediction is supported for a similar test?","A. The cool box will keep ice solid forever. | B. The open tray will always make the ice colder. | C. The ice will probably last longer in the cool box.","C. The ice will probably last longer in the cool box.","Repeated results support a likely comparison, not an unlimited guarantee."
"AC9S2H01","science in daily life and evidence-based predictions","test","ac9s2h01-t-015","A gardener has ten years of local rainfall records and one photograph of a sunny afternoon. Which better supports planning for usual seasonal rainfall?","A. the ten years of rainfall records | B. the one sunny photograph | C. both provide equally much rainfall evidence","A. the ten years of rainfall records","Records across years can reveal seasonal patterns that one photograph cannot."
"AC9S2H01","science in daily life and evidence-based predictions","test","ac9s2h01-t-016","A cook finds equal-sized pieces soften sooner than one large piece of the same vegetable. How can this pattern help with preparing another batch?","A. Expect the biggest piece to soften first. | B. Choose cooking time only by the bowl's colour. | C. Cut similar small pieces when a shorter cooking time is wanted.","C. Cut similar small pieces when a shorter cooking time is wanted.","The observed link between piece size and cooking time helps the cook plan."
