"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation"
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-012","Two children observe the same sky from different windows. One sees the Moon; a wall blocks the other's view. Are their records necessarily in conflict?","A. No; the views can explain their different observations | B. Yes; the Moon cannot be visible from one window only | C. Yes; one child must change the record to match","A. No; the views can explain their different observations","A blocked view can hide an object that is visible from another place."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-013","After three tests, a class finds that paper folds easily. Which follow-up question is linked to these results?","A. Which day has the nicest name? | B. Does thicker paper fold as easily? | C. Who brought the biggest lunchbox?","B. Does thicker paper fold as easily?","Changing the paper thickness explores a related property raised by the first investigation."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-014","A prediction says a bell will keep sounding after being gently held. The sound stops quickly. Which sentence should the child use?","A. My result matched my prediction exactly | B. I did not hear the bell, so it never made sound | C. My result differed from my prediction","C. My result differed from my prediction","The observed stopping differs from the predicted continued sound."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-015","A group repeats a test and gets different results. What should they do before choosing an explanation?","A. Compare the procedures and conditions for both tests | B. Erase the result they like less | C. Assume the second result is always correct","A. Compare the procedures and conditions for both tests","Comparing what was done may reveal a change that helps explain the different results."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-016","Two groups use the same blocks to measure the same shadow at different times. Their lengths differ. Which question helps explain the difference?","A. Which group had the prettier notebook? | B. When did each group measure? | C. Did both groups write in English?","B. When did each group measure?","Shadows can change with time, so observation times matter to the comparison."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-017","A child says, 'Our paper did not stretch, so no material stretches.' Which response uses the evidence properly?","A. One paper test is enough to describe every material | B. The claim is correct if the child writes it clearly | C. The result tells us about the tested paper, not every material","C. The result tells us about the tested paper, not every material","A result from one material cannot establish what all other materials do."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-018","To compare two sound makers, one is tested beside a noisy fan and the other in a quiet room. What should the group check?","A. Whether background noise affected what they heard | B. Whether both objects have the same name | C. Whether the notebooks have equal page counts","A. Whether background noise affected what they heard","Different background noise can make a sound harder to hear and weaken the comparison."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-019","A teacher asks, 'What else would you like to find out?' after clay was flattened by pressing. Which question builds on the result?","A. How many letters are in my surname? | B. Will rolling change the clay's shape in a different way? | C. Which story character likes clay best?","B. Will rolling change the clay's shape in a different way?","Comparing another action develops the investigation into how clay changes shape."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-020","A class predicted 4 sounds and counted 4 sounds. Another class counted 3 in a different recording. What should they compare first?","A. Which class predicted the larger number | B. Which class should copy the other's number | C. Whether both recordings contained the same sounds","C. Whether both recordings contained the same sounds","Different recordings may contain different events; first check whether the evidence is comparable."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-021","Your prediction was 'Both strips will fold without tearing.' The result was 'Paper folded; foil folded but tore at one edge.' Explain which parts of your prediction matched.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","Both strips folded, but the foil tore, so the prediction matched the paper fully and the foil only partly.","Adult check: require recognition that both folded and that foil tearing differed from the prediction. Accept clear spoken wording. Do not accept an unqualified 'all right' or 'all wrong'."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-022","Two groups compare towel materials. One uses 2 spoonfuls of water and the other 5. Explain one change that would help make the comparison fair.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","Use the same amount of water for both towels, with the same spoon and fill level.","Adult check: the child must identify unequal water amounts and propose matching them. Other helpful improvements may be added, but matching water is required for this described problem."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-023","A class found that thin card bent more easily than thick card. With a grown-up's guidance, ask a new question that could be explored next.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","For example: Does wet card bend more easily than dry card of the same thickness?","Adult check: accept a safe, observable follow-up about card bending or a related comparison. The child must pose a question, not merely repeat the result. Guidance is allowed; record the child's own final question."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-024","Your group counted 3 loud sounds. Another group counted 5 while listening to the same recording. Describe how you could check the difference together.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","Replay the same recording, agree what counts as loud, and mark each loud sound together before recounting.","Adult check: accept a practical recheck of the shared recording with a common counting rule. Do not accept simply choosing one number or changing the record to match a prediction."
"AC9S2I05","Comparing observations and improving investigations","test","ac9s2i05-t-001","A child predicts a clay ball will flatten when pressed. It becomes wider and lower. Which comparison is accurate?","A. The result supports the prediction | B. The result is opposite to the prediction | C. The result shows no shape change","A. The result supports the prediction","Wider and lower describes the flattening that was predicted."
"AC9S2I05","Comparing observations and improving investigations","test","ac9s2i05-t-002","A group predicts that both containers will make loud sounds when shaken. One sounds loud and one quiet. What is supported?","A. Both parts of the prediction matched | B. Only one part of the prediction matched | C. Neither container made a sound","B. Only one part of the prediction matched","One loud result agrees with the prediction; the quiet result does not."
"AC9S2I05","Comparing observations and improving investigations","test","ac9s2i05-t-003","A group wants to compare two paper types. It folds one once and the other ten times before checking for tears. What should it improve?","A. Always choose the paper folded ten times | B. Hide the number of folds from the report | C. Use the same folding procedure for each type","C. Use the same folding procedure for each type","Different folding procedures could cause different tearing independently of paper type."
"AC9S2I05","Comparing observations and improving investigations","test","ac9s2i05-t-004","Two pupils record a shadow as 4 blocks long at the same time. What can they say about these records?","A. Their measured lengths agree | B. Their measurements prove the shadow never changes | C. Their results must both be predictions","A. Their measured lengths agree","The two recorded lengths are the same for that observation; they say nothing about all other times."
"AC9S2I05","Comparing observations and improving investigations","test","ac9s2i05-t-005","A prediction says a string will stretch by 2 blocks. The record says no measured stretch. What should be written?","A. The string stretched by 2 blocks because that was predicted | B. The recorded result did not support the predicted stretch | C. The record should be erased until it agrees","B. The recorded result did not support the predicted stretch","A prediction does not replace the observed measurement."
"AC9S2I05","Comparing observations and improving investigations","test","ac9s2i05-t-006","After a rough surface slows a toy car more than a smooth one, which further question is related?","A. Which pupil has the longest name? | B. Which car colour looks happiest? | C. What happens on a surface with a different roughness?","C. What happens on a surface with a different roughness?","Another surface roughness extends the relationship observed in the first comparison."
"AC9S2I05","Comparing observations and improving investigations","test","ac9s2i05-t-007","One class sees stars at 8 pm; another sees none under thick cloud at 8 pm. What should they consider?","A. Different cloud cover can affect what is visible | B. Stars exist only above the first class | C. The second class should copy the first record","A. Different cloud cover can affect what is visible","Clouds can hide stars, so the different conditions may explain different observations."
"AC9S2I05","Comparing observations and improving investigations","test","ac9s2i05-t-008","To compare two sponges, one is dry and the other is already soaked. What would improve a water-soaking comparison?","A. Add more water only to the soaked sponge | B. Start with both sponges in a similar dry condition | C. Use different amounts without recording them","B. Start with both sponges in a similar dry condition","Starting wetness can affect how much more water a sponge takes up."
"AC9S2I05","Comparing observations and improving investigations","test","ac9s2i05-t-009","A class expected a plucked band to vibrate. They saw it moving back and forth. What matches?","A. Their observation shows the band was still | B. Their observation tests whether the band is waterproof | C. Their observation matches the predicted vibration","C. Their observation matches the predicted vibration","Moving back and forth is the vibration they expected to observe."
"AC9S2I05","Comparing observations and improving investigations","test","ac9s2i05-t-010","Two groups get different clay-shape results. One rolled the clay; the other squeezed it. What could explain the difference?","A. They used different actions | B. Clay always changes in exactly the same way | C. The group that wrote first must be wrong","A. They used different actions","Rolling and squeezing can change shape differently, so the methods are relevant."
"AC9S2I05","Comparing observations and improving investigations","test","ac9s2i05-t-011","A test finds that one chalk stick broke when bent. Which statement stays within the evidence?","A. Every solid object breaks when bent | B. This chalk stick broke during our bending test | C. Chalk will break under every possible touch","B. This chalk stick broke during our bending test","The result supports a claim about the tested object and action, not all solids or all touches."
"AC9S2I05","Comparing observations and improving investigations","test","ac9s2i05-t-012","A group repeats a tapping comparison in the same place with the same tap strength. Why is this useful?","A. It guarantees the prediction will be correct | B. It means no observations need recording | C. It reduces differences that could affect the comparison","C. It reduces differences that could affect the comparison","Consistent conditions improve the comparison but do not guarantee a particular result."
"AC9S2I05","Comparing observations and improving investigations","test","ac9s2i05-t-013","A class predicted a shadow would shorten all day. It shortened before noon and lengthened later. Which judgement fits?","A. The prediction fitted the morning but not the later result | B. The prediction fitted the entire day | C. The later result must be ignored","A. The prediction fitted the morning but not the later result","The observed afternoon increase contradicts the claim that it would shorten all day."
"AC9S2I05","Comparing observations and improving investigations","test","ac9s2i05-t-014","A teacher asks for a next question after paper tore along a fold. Which response is investigable and linked?","A. Paper is my favourite material | B. Does folding the paper more times change how easily it tears? | C. We have already torn one sheet","B. Does folding the paper more times change how easily it tears?","The first response asks about an observable relationship that develops the finding."
"AC9S2I05","Comparing observations and improving investigations","test","ac9s2i05-t-015","A prediction says 'The two shadows will be the same length.' The results are 3 blocks and 6 blocks, using the same blocks. Compare the prediction with the results.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","The lengths differ, so the results do not support the prediction of equal lengths.","Adult check: require the child to compare both recorded values and explain that they are unequal. Accept spoken answers. Do not require subtraction or an explanation of why the shadows differ."
"AC9S2I05","Comparing observations and improving investigations","test","ac9s2i05-t-016","A class compared two safe sound makers, but tested one close to the listener and the other far away. Suggest an improvement and a related question to investigate next.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","Listen from the same distance when comparing the sound makers. Then ask how distance affects how loud one sound maker seems.","Adult check: require a common listening distance for the comparison and a safe, observable follow-up question linked to sound or distance. Guidance is allowed. Accept other relevant follow-ups with the fair-comparison improvement."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-001","A child watched foil bend without tearing. Which sentence reports this observation clearly?","A. Foil is the best material | B. Every metal can bend without tearing | C. The foil bent and did not tear","C. The foil bent and did not tear","The first sentence describes the tested foil; the others give an opinion or extend beyond the evidence."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-002","A class taps a drum and sees its skin moving back and forth. Which scientific word helps describe the movement?","A. Vibrating | B. Melting | C. Dissolving","A. Vibrating","Vibrating means moving back and forth; it matches the observed drum skin."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-003","A report says 'It changed when we did it.' Which version is clearer?","A. It became different afterwards | B. The clay flattened when we pressed it | C. We did something and it changed","B. The clay flattened when we pressed it","Naming both the material and the action tells readers what actually happened."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-004","A sound report needs a title. The class compared gentle and strong taps on one drum. Which title fits?","A. All the planets in space | B. Why every sound is the same | C. Drum sounds from gentle and strong taps","C. Drum sounds from gentle and strong taps","The title should identify the investigation that the report describes."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-005","A drawing shows paper before and after folding. Which labels would help readers follow the change?","A. Before folding; after folding | B. Favourite; not favourite | C. Yesterday; tomorrow, with no other information","A. Before folding; after folding","Before-and-after labels connect the pictures to the action and observed change."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-006","A group recorded a shadow as 5 blocks long. Which caption gives the measurement clearly?","A. The shadow was 5 | B. The shadow measured 5 blocks | C. The shadow was a nice length","B. The shadow measured 5 blocks","The number and unit together communicate the recorded length."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-007","A class predicted a loud sound but heard a quiet sound. Which report keeps prediction and finding separate?","A. We observed loud because we predicted it | B. We predicted quiet after hearing it, so we were right | C. We predicted loud; we observed quiet","C. We predicted loud; we observed quiet","Clear reporting distinguishes an earlier prediction from the actual observation."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-008","Which word describes a sound as high or low, rather than loud or quiet?","A. Pitch | B. Length | C. Shape","A. Pitch","Pitch tells how high or low a sound is; loudness tells how loud or quiet it is."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-009","A younger class will read a report using the word 'vibration'. What would make the meaning clearer?","A. Replace every object name with 'it' | B. Add 'moving back and forth' and a labelled drawing | C. Remove the observations and keep only the word","B. Add 'moving back and forth' and a labelled drawing","An everyday explanation and matching picture help the audience understand scientific vocabulary."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-010","A group made a safe sound maker, then shook it, then recorded the sound. Which words help tell the procedure in order?","A. Big, bigger, biggest | B. Maybe, favourite, nicest | C. First, next, finally","C. First, next, finally","Sequence words show the order of actions in a procedure."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-011","A table says soft paper tore and thick card did not tear in one test. Which finding matches?","A. In our test, the paper tore but the card did not | B. Paper and card always behave the same | C. Neither material changed in our test","A. In our test, the paper tore but the card did not","The finding must communicate the difference recorded for the two materials."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-012","A drawing of two shadows uses identical unlabelled lines. What addition best communicates which was observed at noon?","A. More decoration around both lines | B. A noon label on the correct shadow | C. A title saying 'Two lines' only","B. A noon label on the correct shadow","A time label links the correct picture with its observation time."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-013","A child wants to share the sound of a plucked band. Which addition helps an audience hear the evidence?","A. A picture of an unrelated band | B. A list of favourite songs without the recording | C. A clearly labelled audio recording of the sound","C. A clearly labelled audio recording of the sound","The recording communicates the observed sound directly, and its label identifies the source."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-014","A report says 'The clay got squishy.' Which sentence describes the visible change more precisely?","A. The tall clay lump became flatter after pressing | B. The clay was very good | C. Everyone liked the new clay","A. The tall clay lump became flatter after pressing","The first sentence names a visible shape change and the action that caused it."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-015","A class observed the Moon above a roof at 7 pm. Which caption preserves what they recorded?","A. The Moon stayed above every roof all night | B. At 7 pm, the Moon appeared above the roof from our window | C. The Moon is always in the same place","B. At 7 pm, the Moon appeared above the roof from our window","Including time and viewpoint keeps the caption within the observation."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-016","A poster has a findings section. Which sentence belongs there?","A. Tomorrow we might try a different drum | B. Before testing, we thought both taps would sound the same | C. The gently tapped drum sounded quieter in our comparison","C. The gently tapped drum sounded quieter in our comparison","A finding describes an observed result, while the other sentences describe a future plan and earlier prediction."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-017","A class wants to explain how a paper strip changed. Which pair gives a useful scientific action and result?","A. We twisted the paper; it became a spiral shape | B. We liked the paper; it was our favourite | C. We named the paper; it had a name","A. We twisted the paper; it became a spiral shape","The first pair links a physical action to an observable shape change."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-018","A report includes a photo of a stretched band. What caption helps connect the photo to the test?","A. This is something we used | B. The band became longer when we pulled its ends gently | C. This photo is on our science page","B. The band became longer when we pulled its ends gently","The caption names the object, action and recorded change."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-019","Two results disagree, and a class is unsure why. Which sentence communicates that honestly?","A. Both results were identical | B. We know the cause even though we did not check | C. Our results differed; we need to compare our methods","C. Our results differed; we need to compare our methods","Reporting uncertainty clearly avoids inventing an explanation."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-020","A pupil writes 'The loudest sound had the highest pitch.' The record includes loudness only. What should change?","A. Report loudness and leave out the unrecorded pitch claim | B. Keep the pitch claim because loud always means high | C. Delete the loudness result and keep the pitch claim","A. Report loudness and leave out the unrecorded pitch claim","Loudness and pitch differ; a loudness record alone does not establish which pitch was highest."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-021","Write or dictate two sentences reporting this test: a clay ball was pressed; it became wider and flatter. Include the action and the observed change.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","We pressed the clay ball. It became wider and flatter.","Adult check: require both the pressing action and the wider/flatter observed result. Accept equivalent vocabulary and dictation. Assess the science message, not spelling or handwriting."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-022","Make a labelled before-and-after drawing for this result: a straight paper strip was twisted into a spiral. Add or say one sentence explaining the change.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","Drawings labelled before and after, with: We twisted the straight paper strip and it became a spiral.","Adult check: inspect both labelled states and the explanatory sentence. Accept physical models and spoken labels. Require a link between twisting and the recorded shape change."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-023","Explain 'vibration' to a younger child using everyday words and an example from a safely plucked band. Speak, write or dictate your explanation.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","Vibration means moving back and forth. After the band is plucked, it moves back and forth and makes a sound.","Adult check: require the back-and-forth meaning and a matching band example. A supplied band observation is enough; do not require the child to pluck one. Accept simple wording without a memorised definition."
"AC9S2I06","Communicating observations, findings and ideas","practice","ac9s2i06-p-024","Create a short findings card from this record: gentle tap—quiet sound; stronger tap—louder sound. Give it a title and a sentence comparing the sounds.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","Title: Comparing drum taps. Sentence: In our test, the stronger tap made a louder sound than the gentle tap.","Adult check: require a relevant title and accurate comparison of the two supplied results. Accept a labelled drawing plus dictated sentence. Do not require a claim about pitch."
"AC9S2I06","Communicating observations, findings and ideas","test","ac9s2i06-t-001","A report describes a sponge returning to its earlier shape after squeezing. Which sentence is clearest?","A. It did that thing again | B. After we squeezed the sponge, it returned to its earlier shape | C. The sponge is better than all other objects","B. After we squeezed the sponge, it returned to its earlier shape","A clear report names the object, action and observed result."
"AC9S2I06","Communicating observations, findings and ideas","test","ac9s2i06-t-002","A class records a low sound and a high sound. Which heading identifies what was compared?","A. Weight | B. Colour | C. Pitch","C. Pitch","High and low describe pitch in this sound comparison."
"AC9S2I06","Communicating observations, findings and ideas","test","ac9s2i06-t-003","A child writes 'Our strip was 7 long.' What should be added?","A. The measuring unit, such as blocks | B. The child's favourite number | C. A claim that every strip is 7 long","A. The measuring unit, such as blocks","A measurement needs a unit to make its meaning clear."
"AC9S2I06","Communicating observations, findings and ideas","test","ac9s2i06-t-004","The observations say foil folded and stayed in one piece. Which poster caption matches?","A. The foil melted into a liquid | B. The foil folded without breaking in our test | C. Every piece of foil can never break","B. The foil folded without breaking in our test","The caption should report the actual action and result without an unlimited claim."
"AC9S2I06","Communicating observations, findings and ideas","test","ac9s2i06-t-005","A poster explains a shaking test to another class. Which order makes its procedure clear?","A. Finally record the sound, first finish the report, next begin | B. Record the result before doing the test, then predict afterwards | C. First fill and close the sound maker, next shake it gently, finally record the sound","C. First fill and close the sound maker, next shake it gently, finally record the sound","A procedure should communicate the actual sequence from preparation to testing to recording."
"AC9S2I06","Communicating observations, findings and ideas","test","ac9s2i06-t-006","A prediction section should contain which sentence?","A. Before testing, we thought the card would bend | B. The card bent during the test | C. We measured the bent card afterwards","A. Before testing, we thought the card would bend","A prediction records what was expected before the observation."
"AC9S2I06","Communicating observations, findings and ideas","test","ac9s2i06-t-007","A child adds a diagram of a vibrating ruler. Which label helps explain its motion?","A. Changing into water | B. Moving back and forth | C. Becoming a different material","B. Moving back and forth","Back-and-forth movement describes vibration accurately."
"AC9S2I06","Communicating observations, findings and ideas","test","ac9s2i06-t-008","A class counted 2 short sounds and 5 long sounds. Which findings sentence is accurate?","A. We counted more short sounds than long sounds | B. We counted equal numbers of both sounds | C. We counted more long sounds than short sounds","C. We counted more long sounds than short sounds","Five is greater than two, so the reported comparison must favour long sounds."
"AC9S2I06","Communicating observations, findings and ideas","test","ac9s2i06-t-009","A report for younger pupils uses 'informal units'. Which explanation would help?","A. We measured with equal blocks instead of a ruler | B. We wrote numbers without measuring anything | C. We chose a different block size each time","A. We measured with equal blocks instead of a ruler","The explanation connects the term to a clear measuring method using consistent everyday units."
"AC9S2I06","Communicating observations, findings and ideas","test","ac9s2i06-t-010","A photo shows a shadow at 10 am. Which caption best identifies the observation?","A. A picture that we like | B. The post's shadow at 10 am on Tuesday | C. A shadow at every time of day","B. The post's shadow at 10 am on Tuesday","A specific object and observation time make the photo useful evidence."
"AC9S2I06","Communicating observations, findings and ideas","test","ac9s2i06-t-011","A group did not see the Moon because clouds covered its view. Which report is accurate?","A. The Moon disappeared from space | B. The Moon was definitely round that night | C. Clouds blocked our view, so we could not observe the Moon","C. Clouds blocked our view, so we could not observe the Moon","The report should explain the observation limit without inventing a Moon shape or disappearance."
"AC9S2I06","Communicating observations, findings and ideas","test","ac9s2i06-t-012","A child reports that a louder bell must have a higher pitch, but only loudness was compared. Which edit improves accuracy?","A. Say the bell sounded louder and remove the unsupported pitch claim | B. Replace louder with higher because they mean the same | C. Say both bells had equal pitch without checking","A. Say the bell sounded louder and remove the unsupported pitch claim","A communication should distinguish what was observed from what was not measured or compared."
"AC9S2I06","Communicating observations, findings and ideas","test","ac9s2i06-t-013","A science display shows a table but never names its objects. What would most help readers understand the results?","A. More colours without labels | B. Labels identifying each tested object | C. Larger spaces with the same missing names","B. Labels identifying each tested object","Readers need to know which result belongs to which object."
"AC9S2I06","Communicating observations, findings and ideas","test","ac9s2i06-t-014","A group wants to share both how a sound maker moved and what it sounded like. Which format can communicate both directly?","A. An unlabelled still photo alone | B. A list of object colours alone | C. A short labelled video with sound","C. A short labelled video with sound","A video with audio can show movement and sound, while a clear label identifies the demonstration."
"AC9S2I06","Communicating observations, findings and ideas","test","ac9s2i06-t-015","Write or dictate a short report using these notes: prediction—both papers will tear; result—thin paper tore, thick paper did not. Clearly separate the prediction and the finding.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","We predicted both papers would tear. In the test, the thin paper tore but the thick paper did not.","Adult check: require the original prediction and both actual results, with clear separation. Accept equivalent wording and dictation; do not grade spelling as science understanding."
"AC9S2I06","Communicating observations, findings and ideas","test","ac9s2i06-t-016","Create a labelled drawing and one sentence to share this observation with another class: the same post's shadow measured 6 blocks in the morning and 2 blocks at noon.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","Labelled morning and noon shadows of different lengths, with: The recorded shadow was shorter at noon, measuring 2 blocks instead of 6.","Adult check: require morning/noon labels, a longer morning representation, correct recorded lengths and a sentence communicating the comparison. Accept spoken captions or an adult scribe. Direction is not specified and must not be assessed."
