"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation"
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-008","A child draws a seedling on Monday and Friday. What labels make the records more useful?","A. only the artist's favourite colour | B. the date and plant name on each drawing | C. the same made-up height on both drawings","B. the date and plant name on each drawing","Dates and a plant identifier connect each observation to its time and subject."
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-009","A table has columns 'Material' and 'After twisting'. Cloth becomes twisted without tearing. Which entry belongs in the second column?","A. cloth | B. tomorrow | C. twisted; no tear","C. twisted; no tear","The second column needs the observed result, not the material name or a future time."
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-010","A child measures a paper strip as five paperclips long, then writes '5 centimetres'. What should be corrected?","A. Write '5 paperclips'. | B. Change the number to 50. | C. Leave it because all units mean the same thing.","A. Write '5 paperclips'.","The record must name the unit actually used."
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-011","The sky is cloudy and the Moon cannot be seen during a planned observation. What should the child record?","A. Moon count: zero everywhere. | B. A made-up Moon shape. | C. Cloudy; Moon not seen at this time.","C. Cloudy; Moon not seen at this time.","An honest record includes what could and could not be observed."
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-012","A photo shows a plant, but its label is outside the frame. Which addition helps identify the observation?","A. a decorative border only | B. a title saying 'Nice picture' | C. a caption naming the plant and date","C. a caption naming the plant and date","A caption identifies what was observed and when."
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-013","A soft strip is four equal cubes long before pulling and six cubes long while gently pulled. Which record is accurate?","A. before: 6 cubes; during pull: 4 cubes | B. before and during pull: 4 cubes | C. before: 4 cubes; during pull: 6 cubes","C. before: 4 cubes; during pull: 6 cubes","The record preserves each measurement beside the correct condition."
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-014","A child hears three short taps and one long scraping sound. Which note preserves the sequence?","A. tap, tap, tap, long scrape | B. long scrape, tap, tap, tap | C. four identical taps","A. tap, tap, tap, long scrape","A sequence record should keep the sounds in the order actually heard."
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-015","A class observes a pole's shadow at 9 am and 1 pm. What should be written beside each drawing?","A. a guessed time for tomorrow | B. only the pole's favourite name | C. the observation time","C. the observation time","Time labels make it possible to identify and compare the observations later."
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-016","A child measures a path with steps. What must the record say so someone else knows the informal unit?","A. Path length: 12 metres. | B. Path length: 12 of my steps. | C. Path length: 12, with no other detail.","B. Path length: 12 of my steps.","Steps are informal units and should not be labelled as a formal unit that was not measured."
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-017","A photo makes a white cloud look purple because a colour filter was used. What should the child save as the observation record?","A. only the purple filtered version | B. a drawing copied from a different day's sky | C. the unfiltered photo showing the observed colour","C. the unfiltered photo showing the observed colour","Observation records should preserve the observed features rather than alter them for effect."
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-018","A bending test produces a small crack in one card strip. Which drawing is most useful?","A. a drawing showing and labelling the crack | B. a perfect uncracked strip copied from the start | C. a decorated strip with the crack left out","A. a drawing showing and labelling the crack","A useful science drawing records relevant details, including unexpected changes."
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-019","A cup takes four full scoops to fill using the same small scoop. Which note describes its capacity in the unit used?","A. Capacity: 4 spoon lengths. | B. Capacity: 4 scoops. | C. Capacity: 4 drops.","B. Capacity: 4 scoops.","The number of equal scoops records the amount needed to fill the cup."
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-020","A child cannot tell whether a very faint sound has stopped. Which record is most honest?","A. Too faint to tell whether it continued. | B. It definitely continued for ten more minutes. | C. It stopped at the exact time I wanted.","A. Too faint to tell whether it continued.","A record should include uncertainty instead of inventing a precise observation."
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-021","Look at a clean paper sheet. Fold it once and open it. Draw or describe two features you can observe after opening it. Keep observations separate from guesses.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","Example: There is one crease across the sheet. The paper is still in one piece.","Adult check: compare the response with the actual paper. Accept any two accurate observable features; do not require these example features if the child's sheet differs."
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-022","Use equal blocks or paperclips to measure a small paper strip. Place the units end to end without gaps. Record the length and name the unit you used.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","Answers vary. Example: The strip is 5 paperclips long, or about 5 and a half paperclips if an extra partial unit is visible.","Adult check: watch the placement and counting. Accept an accurate whole-unit measurement or sensible approximate description of a partial unit. Require the unit name; there is no fixed numerical answer."
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-023","Observe one safe, teacher-approved object before and after a gentle bend or squeeze. Complete this record: Object: __. Before: __. After: __.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","Example: Object: sponge. Before: thick and rectangular. After a squeeze: thinner with dents where my fingers pressed.","Adult check: require the object's identity and two accurate records linked to the correct stage. Use the actual object and observations when judging the response."
"AC9S2I03","observing, measuring and recording","practice","ac9s2i03-p-024","With an adult, make a short audio recording of two gentle claps followed by one finger tap on a table. Label the recording with the date and the sounds. Play it back to check the record.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","The saved, labelled recording preserves clap, clap, tap in order, and the child checks it by replaying it.","Adult check: require appropriate use of the audio tool, a useful label and a replay check. If no recorder is available, mark the digital-tool task not attempted rather than claiming a written substitute demonstrates recording."
"AC9S2I03","observing, measuring and recording","test","ac9s2i03-t-001","A child looks at a stone and sees white specks. Which statement is a direct observation?","A. The stone came from a volcano. | B. The stone is older than the school. | C. There are white specks on the stone.","C. There are white specks on the stone.","Visible specks can be observed directly; origin and age need other evidence."
"AC9S2I03","observing, measuring and recording","test","ac9s2i03-t-002","A line of seven equal cubes exactly matches a leaf's length. What should be recorded?","A. Leaf length: 7 litres. | B. Leaf length: 7 cubes. | C. Leaf length: quite nice.","B. Leaf length: 7 cubes.","The note records the measured number and the informal length unit."
"AC9S2I03","observing, measuring and recording","test","ac9s2i03-t-003","A child starts counting measuring blocks before the end of the strip. How should the setup be fixed?","A. Align the first block with the strip's end. | B. Add extra gaps between all blocks. | C. Count from farther away without moving the blocks.","A. Align the first block with the strip's end.","Aligning the starting point avoids including space outside the measured strip."
"AC9S2I03","observing, measuring and recording","test","ac9s2i03-t-004","A group records how a string sounds. Which tool keeps the sound itself for later checking?","A. a photograph of the silent string | B. an audio recorder | C. a ruler beside the string","B. an audio recorder","Audio preserves the sound; a still photograph cannot."
"AC9S2I03","observing, measuring and recording","test","ac9s2i03-t-005","A chart asks for 'Before squeezing' and 'While squeezed'. A sponge looks thinner only during the squeeze. Where does 'thinner' belong?","A. Before squeezing | B. While squeezed | C. Neither column because shape cannot be recorded","B. While squeezed","The note belongs beside the condition in which it was observed."
"AC9S2I03","observing, measuring and recording","test","ac9s2i03-t-006","A photo record says only 'Tuesday'. What extra detail is especially useful for a changing shadow?","A. the time the photograph was taken | B. the photographer's favourite lunch | C. the price of the camera","A. the time the photograph was taken","Shadows can change within a day, so the observation time matters."
"AC9S2I03","observing, measuring and recording","test","ac9s2i03-t-007","A clay strip covers three full equal blocks and part of a fourth. Which record is most accurate?","A. exactly 3 blocks long | B. exactly 4 blocks long | C. a little more than 3 blocks long","C. a little more than 3 blocks long","The extra partial unit should be acknowledged rather than recorded as an exact whole number."
"AC9S2I03","observing, measuring and recording","test","ac9s2i03-t-008","A pupil misses a planned plant observation on Wednesday. What should Wednesday's entry say?","A. The plant looked exactly as predicted. | B. Not observed. | C. Copy Tuesday's result without a note.","B. Not observed.","A missing observation should be recorded as missing, not invented."
"AC9S2I03","observing, measuring and recording","test","ac9s2i03-t-009","A video is needed to study a fast vibration. Which recording choice is most useful?","A. Film the floor while the object vibrates. | B. Stop recording before the action begins. | C. Keep the vibrating part in view throughout the action.","C. Keep the vibrating part in view throughout the action.","The recording needs to show the movement being observed."
"AC9S2I03","observing, measuring and recording","test","ac9s2i03-t-010","A test produces two long scraping sounds followed by a short tap. Which note matches?","A. long scrape, long scrape, short tap | B. short tap, long scrape, long scrape | C. three short taps","A. long scrape, long scrape, short tap","The record must match the sound types and their order."
"AC9S2I03","observing, measuring and recording","test","ac9s2i03-t-011","One container holds six equal scoops of water. Which detail belongs in the record?","A. only the container's colour | B. a guessed number of litres | C. the number of scoops and the scoop used","C. the number of scoops and the scoop used","Informal capacity measurements need the count and the unit used."
"AC9S2I03","observing, measuring and recording","test","ac9s2i03-t-012","A child records 'The paper tore' after seeing a split along one edge. Which added detail improves the observation?","A. a drawing showing the split's position | B. a claim that every paper must tear there | C. the child's favourite paper colour","A. a drawing showing the split's position","A labelled drawing can record where the observed change occurred."
"AC9S2I03","observing, measuring and recording","test","ac9s2i03-t-013","Two plant photos are labelled 'Plant A, Monday' and 'Plant B, Friday'. What prevents treating them as a before-and-after record of one plant?","A. Photos can never record plants. | B. They were taken on different days. | C. They show different identified plants.","C. They show different identified plants.","A before-and-after record of one plant needs the same subject at both times."
"AC9S2I03","observing, measuring and recording","test","ac9s2i03-t-014","A pupil measures a strip with equal paperclips but leaves spaces between them. What should happen before recording the result?","A. Count the spaces as extra paperclips. | B. Reposition them end to end and measure again. | C. Label the count centimetres instead.","B. Reposition them end to end and measure again.","Removing gaps makes the unit count represent the strip's length more accurately."
"AC9S2I03","observing, measuring and recording","test","ac9s2i03-t-015","Choose a clean leaf or a paper shape supplied by an adult. Make a labelled drawing and record its length using equal blocks or paperclips. Include the date and the measurement unit.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","Answers vary. The record shows the observed shape, identifies the object, gives the date and states an accurately measured or sensibly approximated length with its unit.","Adult check: compare the drawing and measurement with the actual object and watch the measuring method. Require accurate observation and unit labelling; do not mark artistic skill."
"AC9S2I03","observing, measuring and recording","test","ac9s2i03-t-016","With an adult, record a short video of a paper strip before, during and after a gentle bend. Save it with a useful label, then write or say one change visible in the video.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","The labelled video shows the strip at all three stages. The child identifies a visible change, such as the straight strip becoming curved during bending.","Adult check: require a usable video record, a label identifying the subject and an accurate observation from playback. Outcomes after release may vary. If no device is available, record this digital-tool task as not attempted."
