"skill_code","skill_title","bank","row_type","question_id","current_question","current_options","current_correct_answer","current_explanation","suggested_replacement_question","suggested_replacement_options","suggested_correct_answer","notes"
"AC9M2M01","Measuring Length, Capacity and Mass","practice","existing","AC9M2M01-P-011","In the reading corner, a jug holds 8 cups. A bottle holds 5 cups. Which holds more?","A. The bottle | B. The jug | C. They hold the same amount","The jug","The jug holds 8 cups, which is more than 5 cups. Hint: Capacity tells how much a container can hold. Compare the cup counts.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","practice","existing","AC9M2M01-P-012","In the reading corner, a lunchbox balances with 8 cubes. An apple balances with 5 cubes. Which is heavier?","A. The apple | B. They have the same mass | C. The lunchbox","The lunchbox","The lunchbox needs 8 equal cubes to balance, so it has more mass than the apple with 5. Hint: The heavier object balances with more of the same cubes.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","practice","existing","AC9M2M01-P-013","In the reading corner, you need to measure a tiny button. Which unit will give the most accurate answer?","A. Small beads | B. Large books | C. A mix of beads and books","Small beads","Small equal beads fit the tiny length more closely. Hint: Choose a unit that is smaller than the object and can repeat without gaps.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","practice","existing","AC9M2M01-P-014","In the reading corner, sam measures a ribbon as 8 cubes. Lee measures the same ribbon as 11 tiny counters. Why are the numbers different?","A. The ribbon changed length | B. The units are different sizes | C. Lee counted backwards","The units are different sizes","Smaller units are needed more times, so the count can be larger. Hint: The object stays the same. Compare the size of each measuring unit.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","practice","existing","AC9M2M01-P-015","In the reading corner, which tool helps compare how heavy two classroom objects are?","A. A calendar | B. A measuring cup | C. A balance scale","A balance scale","A balance scale compares mass by showing which side is heavier. Hint: Think about a tool with two sides that can tip.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","practice","existing","AC9M2M01-P-016","In the reading corner, a row of 5 tiles has one gap between two tiles. Is 5 tiles a fair length measure?","A. No, the gap makes it unfair | B. Yes, gaps do not matter | C. Yes, because all tiles are colourful","No, the gap makes it unfair","A gap leaves part of the length unmeasured, so the result is not fair. Hint: Units must touch end to end.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","practice","existing","AC9M2M01-P-017","At the water station, a pencil is 6 paperclips long. A brush is 9 paperclips long. Which is longer?","A. The pencil | B. The brush | C. They are the same length","The brush","The brush measures 9 paperclips and the pencil measures 6. 9 is greater than 6. Hint: Compare the number of equal paperclips.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","practice","existing","AC9M2M01-P-018","At the water station, which is the fair way to measure a book with blocks?","A. Use big and small blocks together | B. Leave gaps between the blocks | C. Use equal blocks with no gaps","Use equal blocks with no gaps","Equal blocks placed end to end give a fair measure. Hint: Check that every unit is the same size and touches the next one.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","practice","existing","AC9M2M01-P-019","At the water station, a jug holds 9 cups. A bottle holds 6 cups. Which holds more?","A. The jug | B. The bottle | C. They hold the same amount","The jug","The jug holds 9 cups, which is more than 6 cups. Hint: Capacity tells how much a container can hold. Compare the cup counts.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","practice","existing","AC9M2M01-P-020","At the water station, a lunchbox balances with 9 cubes. An apple balances with 6 cubes. Which is heavier?","A. The apple | B. The lunchbox | C. They have the same mass","The lunchbox","The lunchbox needs 9 equal cubes to balance, so it has more mass than the apple with 6. Hint: The heavier object balances with more of the same cubes.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","practice","existing","AC9M2M01-P-021","At the water station, you need to measure a tiny button. Which unit will give the most accurate answer?","A. Large books | B. A mix of beads and books | C. Small beads","Small beads","Small equal beads fit the tiny length more closely. Hint: Choose a unit that is smaller than the object and can repeat without gaps.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","practice","existing","AC9M2M01-P-022","At the water station, sam measures a ribbon as 9 cubes. Lee measures the same ribbon as 12 tiny counters. Why are the numbers different?","A. The units are different sizes | B. The ribbon changed length | C. Lee counted backwards","The units are different sizes","Smaller units are needed more times, so the count can be larger. Hint: The object stays the same. Compare the size of each measuring unit.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","practice","existing","AC9M2M01-P-023","At the water station, which tool helps compare how heavy two classroom objects are?","A. A calendar | B. A balance scale | C. A measuring cup","A balance scale","A balance scale compares mass by showing which side is heavier. Hint: Think about a tool with two sides that can tip.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","practice","existing","AC9M2M01-P-024","At the water station, a row of 6 tiles has one gap between two tiles. Is 6 tiles a fair length measure?","A. Yes, gaps do not matter | B. Yes, because all tiles are colourful | C. No, the gap makes it unfair","No, the gap makes it unfair","A gap leaves part of the length unmeasured, so the result is not fair. Hint: Units must touch end to end.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-025","","","","","","","","Add practice question 25 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-026","","","","","","","","Add practice question 26 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-027","","","","","","","","Add practice question 27 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-028","","","","","","","","Add practice question 28 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-029","","","","","","","","Add practice question 29 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-030","","","","","","","","Add practice question 30 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-031","","","","","","","","Add practice question 31 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-032","","","","","","","","Add practice question 32 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-033","","","","","","","","Add practice question 33 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-034","","","","","","","","Add practice question 34 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-035","","","","","","","","Add practice question 35 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-036","","","","","","","","Add practice question 36 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-037","","","","","","","","Add practice question 37 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-038","","","","","","","","Add practice question 38 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-039","","","","","","","","Add practice question 39 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-040","","","","","","","","Add practice question 40 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-041","","","","","","","","Add practice question 41 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-042","","","","","","","","Add practice question 42 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-043","","","","","","","","Add practice question 43 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-044","","","","","","","","Add practice question 44 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-045","","","","","","","","Add practice question 45 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-046","","","","","","","","Add practice question 46 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-047","","","","","","","","Add practice question 47 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","practice","placeholder","AC9M2M01-P-048","","","","","","","","Add practice question 48 of 48 for AC9M2M01."
"AC9M2M01","Measuring Length, Capacity and Mass","test","existing","AC9M2M01-T-001","In the lunch area, a pencil is 7 paperclips long. A brush is 10 paperclips long. Which is longer?","A. The brush | B. The pencil | C. They are the same length","The brush","The brush measures 10 paperclips and the pencil measures 7. 10 is greater than 7. Hint: Compare the number of equal paperclips.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","test","existing","AC9M2M01-T-002","In the lunch area, which is the fair way to measure a book with blocks?","A. Use big and small blocks together | B. Use equal blocks with no gaps | C. Leave gaps between the blocks","Use equal blocks with no gaps","Equal blocks placed end to end give a fair measure. Hint: Check that every unit is the same size and touches the next one.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","test","existing","AC9M2M01-T-003","In the lunch area, a jug holds 10 cups. A bottle holds 7 cups. Which holds more?","A. The bottle | B. They hold the same amount | C. The jug","The jug","The jug holds 10 cups, which is more than 7 cups. Hint: Capacity tells how much a container can hold. Compare the cup counts.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","test","existing","AC9M2M01-T-004","In the lunch area, a lunchbox balances with 10 cubes. An apple balances with 7 cubes. Which is heavier?","A. The lunchbox | B. The apple | C. They have the same mass","The lunchbox","The lunchbox needs 10 equal cubes to balance, so it has more mass than the apple with 7. Hint: The heavier object balances with more of the same cubes.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","test","existing","AC9M2M01-T-005","In the lunch area, you need to measure a tiny button. Which unit will give the most accurate answer?","A. Large books | B. Small beads | C. A mix of beads and books","Small beads","Small equal beads fit the tiny length more closely. Hint: Choose a unit that is smaller than the object and can repeat without gaps.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","test","existing","AC9M2M01-T-006","In the lunch area, sam measures a ribbon as 10 cubes. Lee measures the same ribbon as 13 tiny counters. Why are the numbers different?","A. The ribbon changed length | B. Lee counted backwards | C. The units are different sizes","The units are different sizes","Smaller units are needed more times, so the count can be larger. Hint: The object stays the same. Compare the size of each measuring unit.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","test","existing","AC9M2M01-T-007","In the lunch area, which tool helps compare how heavy two classroom objects are?","A. A balance scale | B. A calendar | C. A measuring cup","A balance scale","A balance scale compares mass by showing which side is heavier. Hint: Think about a tool with two sides that can tip.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","test","existing","AC9M2M01-T-008","In the lunch area, a row of 7 tiles has one gap between two tiles. Is 7 tiles a fair length measure?","A. Yes, gaps do not matter | B. No, the gap makes it unfair | C. Yes, because all tiles are colourful","No, the gap makes it unfair","A gap leaves part of the length unmeasured, so the result is not fair. Hint: Units must touch end to end.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","test","existing","AC9M2M01-T-009","At the science table, a pencil is 8 paperclips long. A brush is 11 paperclips long. Which is longer?","A. The pencil | B. They are the same length | C. The brush","The brush","The brush measures 11 paperclips and the pencil measures 8. 11 is greater than 8. Hint: Compare the number of equal paperclips.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","test","existing","AC9M2M01-T-010","At the science table, which is the fair way to measure a book with blocks?","A. Use equal blocks with no gaps | B. Use big and small blocks together | C. Leave gaps between the blocks","Use equal blocks with no gaps","Equal blocks placed end to end give a fair measure. Hint: Check that every unit is the same size and touches the next one.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","test","existing","AC9M2M01-T-011","At the science table, a jug holds 11 cups. A bottle holds 8 cups. Which holds more?","A. The bottle | B. The jug | C. They hold the same amount","The jug","The jug holds 11 cups, which is more than 8 cups. Hint: Capacity tells how much a container can hold. Compare the cup counts.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","test","existing","AC9M2M01-T-012","At the science table, a lunchbox balances with 11 cubes. An apple balances with 8 cubes. Which is heavier?","A. The apple | B. They have the same mass | C. The lunchbox","The lunchbox","The lunchbox needs 11 equal cubes to balance, so it has more mass than the apple with 8. Hint: The heavier object balances with more of the same cubes.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","test","existing","AC9M2M01-T-013","At the science table, you need to measure a tiny button. Which unit will give the most accurate answer?","A. Small beads | B. Large books | C. A mix of beads and books","Small beads","Small equal beads fit the tiny length more closely. Hint: Choose a unit that is smaller than the object and can repeat without gaps.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","test","existing","AC9M2M01-T-014","At the science table, sam measures a ribbon as 11 cubes. Lee measures the same ribbon as 14 tiny counters. Why are the numbers different?","A. The ribbon changed length | B. The units are different sizes | C. Lee counted backwards","The units are different sizes","Smaller units are needed more times, so the count can be larger. Hint: The object stays the same. Compare the size of each measuring unit.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","test","existing","AC9M2M01-T-015","At the science table, which tool helps compare how heavy two classroom objects are?","A. A calendar | B. A measuring cup | C. A balance scale","A balance scale","A balance scale compares mass by showing which side is heavier. Hint: Think about a tool with two sides that can tip.","","","",""
"AC9M2M01","Measuring Length, Capacity and Mass","test","existing","AC9M2M01-T-016","At the science table, a row of 8 tiles has one gap between two tiles. Is 8 tiles a fair length measure?","A. No, the gap makes it unfair | B. Yes, gaps do not matter | C. Yes, because all tiles are colourful","No, the gap makes it unfair","A gap leaves part of the length unmeasured, so the result is not fair. Hint: Units must touch end to end.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-001","At lunch, which picture would show one half of the sandwich?","A. 1 of 3 equal parts shaded | B. 1 of 2 equal parts shaded | C. 1 of 2 unequal parts shaded","1 of 2 equal parts shaded","One half is one of 2 equal parts of the same whole. Hint: Check the number of parts and whether they are equal.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-002","At lunch, the sandwich is cut into 4 equal pieces. What is one piece called?","A. One half | B. One eighth | C. One quarter","One quarter","One of 4 equal parts is one quarter. Hint: The fraction name tells how many equal parts make the whole.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-003","At lunch, how many eighths make one whole sandwich?","A. 8 | B. 4 | C. 2","8","Eight one-eighth parts join to make one whole. Hint: Count all the equal pieces in the whole.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-004","At lunch, which is smaller: one quarter or one eighth of the same sandwich?","A. One quarter | B. One eighth | C. They are the same size","One eighth","When the same whole is split into more equal parts, each part is smaller. Hint: Compare 4 equal cuts with 8 equal cuts.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-005","At lunch, a timer shows half an hour. How many equal half-hours make one hour?","A. 4 | B. 8 | C. 2","2","Two half-hours join to make one whole hour. Hint: Think of an hour split into 2 equal time parts.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-006","At lunch, a full turn is split into 4 equal turns. What is each turn?","A. A quarter turn | B. A half turn | C. An eighth turn","A quarter turn","Four equal quarter turns make one full turn. Hint: The whole turn is divided into 4 equal parts.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-007","At lunch, which sharing shows quarters of one sandwich?","A. 4 different-sized shares | B. 4 equal shares | C. 2 equal shares","4 equal shares","Quarters must be 4 equal parts of one whole. Hint: Count the shares, then check they are equal.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-008","At lunch, the sandwich is folded in half, then in half again, then in half again. How many equal parts are made?","A. 6 | B. 4 | C. 8","8","Repeated halving makes 2, then 4, then 8 equal parts. Hint: Double the number of parts after every fold.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-009","At the paper table, which picture would show one half of the paper square?","A. 1 of 2 equal parts shaded | B. 1 of 3 equal parts shaded | C. 1 of 2 unequal parts shaded","1 of 2 equal parts shaded","One half is one of 2 equal parts of the same whole. Hint: Check the number of parts and whether they are equal.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-010","At the paper table, the paper square is cut into 4 equal pieces. What is one piece called?","A. One half | B. One quarter | C. One eighth","One quarter","One of 4 equal parts is one quarter. Hint: The fraction name tells how many equal parts make the whole.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-011","At the paper table, how many eighths make one whole paper square?","A. 4 | B. 2 | C. 8","8","Eight one-eighth parts join to make one whole. Hint: Count all the equal pieces in the whole.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-012","At the paper table, which is smaller: one quarter or one eighth of the same paper square?","A. One eighth | B. One quarter | C. They are the same size","One eighth","When the same whole is split into more equal parts, each part is smaller. Hint: Compare 4 equal cuts with 8 equal cuts.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-013","At the paper table, a timer shows half an hour. How many equal half-hours make one hour?","A. 4 | B. 2 | C. 8","2","Two half-hours join to make one whole hour. Hint: Think of an hour split into 2 equal time parts.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-014","At the paper table, a full turn is split into 4 equal turns. What is each turn?","A. A half turn | B. An eighth turn | C. A quarter turn","A quarter turn","Four equal quarter turns make one full turn. Hint: The whole turn is divided into 4 equal parts.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-015","At the paper table, which sharing shows quarters of one paper square?","A. 4 equal shares | B. 4 different-sized shares | C. 2 equal shares","4 equal shares","Quarters must be 4 equal parts of one whole. Hint: Count the shares, then check they are equal.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-016","At the paper table, the paper square is folded in half, then in half again, then in half again. How many equal parts are made?","A. 6 | B. 8 | C. 4","8","Repeated halving makes 2, then 4, then 8 equal parts. Hint: Double the number of parts after every fold.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-017","With a fruit bar, which picture would show one half of the fruit bar?","A. 1 of 3 equal parts shaded | B. 1 of 2 unequal parts shaded | C. 1 of 2 equal parts shaded","1 of 2 equal parts shaded","One half is one of 2 equal parts of the same whole. Hint: Check the number of parts and whether they are equal.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-018","With a fruit bar, the fruit bar is cut into 4 equal pieces. What is one piece called?","A. One quarter | B. One half | C. One eighth","One quarter","One of 4 equal parts is one quarter. Hint: The fraction name tells how many equal parts make the whole.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-019","With a fruit bar, how many eighths make one whole fruit bar?","A. 4 | B. 8 | C. 2","8","Eight one-eighth parts join to make one whole. Hint: Count all the equal pieces in the whole.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-020","With a fruit bar, which is smaller: one quarter or one eighth of the same fruit bar?","A. One quarter | B. They are the same size | C. One eighth","One eighth","When the same whole is split into more equal parts, each part is smaller. Hint: Compare 4 equal cuts with 8 equal cuts.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-021","With a fruit bar, a timer shows half an hour. How many equal half-hours make one hour?","A. 2 | B. 4 | C. 8","2","Two half-hours join to make one whole hour. Hint: Think of an hour split into 2 equal time parts.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-022","With a fruit bar, a full turn is split into 4 equal turns. What is each turn?","A. A half turn | B. A quarter turn | C. An eighth turn","A quarter turn","Four equal quarter turns make one full turn. Hint: The whole turn is divided into 4 equal parts.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-023","With a fruit bar, which sharing shows quarters of one fruit bar?","A. 4 different-sized shares | B. 2 equal shares | C. 4 equal shares","4 equal shares","Quarters must be 4 equal parts of one whole. Hint: Count the shares, then check they are equal.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","existing","AC9M2M02-P-024","With a fruit bar, the fruit bar is folded in half, then in half again, then in half again. How many equal parts are made?","A. 8 | B. 6 | C. 4","8","Repeated halving makes 2, then 4, then 8 equal parts. Hint: Double the number of parts after every fold.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-025","","","","","","","","Add practice question 25 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-026","","","","","","","","Add practice question 26 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-027","","","","","","","","Add practice question 27 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-028","","","","","","","","Add practice question 28 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-029","","","","","","","","Add practice question 29 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-030","","","","","","","","Add practice question 30 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-031","","","","","","","","Add practice question 31 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-032","","","","","","","","Add practice question 32 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-033","","","","","","","","Add practice question 33 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-034","","","","","","","","Add practice question 34 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-035","","","","","","","","Add practice question 35 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-036","","","","","","","","Add practice question 36 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-037","","","","","","","","Add practice question 37 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-038","","","","","","","","Add practice question 38 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-039","","","","","","","","Add practice question 39 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-040","","","","","","","","Add practice question 40 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-041","","","","","","","","Add practice question 41 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-042","","","","","","","","Add practice question 42 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-043","","","","","","","","Add practice question 43 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-044","","","","","","","","Add practice question 44 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-045","","","","","","","","Add practice question 45 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-046","","","","","","","","Add practice question 46 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-047","","","","","","","","Add practice question 47 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","practice","placeholder","AC9M2M02-P-048","","","","","","","","Add practice question 48 of 48 for AC9M2M02."
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","test","existing","AC9M2M02-T-001","In the garden, which picture would show one half of the garden bed?","A. 1 of 3 equal parts shaded | B. 1 of 2 equal parts shaded | C. 1 of 2 unequal parts shaded","1 of 2 equal parts shaded","One half is one of 2 equal parts of the same whole. Hint: Check the number of parts and whether they are equal.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","test","existing","AC9M2M02-T-002","In the garden, the garden bed is cut into 4 equal pieces. What is one piece called?","A. One half | B. One eighth | C. One quarter","One quarter","One of 4 equal parts is one quarter. Hint: The fraction name tells how many equal parts make the whole.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","test","existing","AC9M2M02-T-003","In the garden, how many eighths make one whole garden bed?","A. 8 | B. 4 | C. 2","8","Eight one-eighth parts join to make one whole. Hint: Count all the equal pieces in the whole.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","test","existing","AC9M2M02-T-004","In the garden, which is smaller: one quarter or one eighth of the same garden bed?","A. One quarter | B. One eighth | C. They are the same size","One eighth","When the same whole is split into more equal parts, each part is smaller. Hint: Compare 4 equal cuts with 8 equal cuts.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","test","existing","AC9M2M02-T-005","In the garden, a timer shows half an hour. How many equal half-hours make one hour?","A. 4 | B. 8 | C. 2","2","Two half-hours join to make one whole hour. Hint: Think of an hour split into 2 equal time parts.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","test","existing","AC9M2M02-T-006","In the garden, a full turn is split into 4 equal turns. What is each turn?","A. A quarter turn | B. A half turn | C. An eighth turn","A quarter turn","Four equal quarter turns make one full turn. Hint: The whole turn is divided into 4 equal parts.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","test","existing","AC9M2M02-T-007","In the garden, which sharing shows quarters of one garden bed?","A. 4 different-sized shares | B. 4 equal shares | C. 2 equal shares","4 equal shares","Quarters must be 4 equal parts of one whole. Hint: Count the shares, then check they are equal.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","test","existing","AC9M2M02-T-008","In the garden, the garden bed is folded in half, then in half again, then in half again. How many equal parts are made?","A. 6 | B. 4 | C. 8","8","Repeated halving makes 2, then 4, then 8 equal parts. Hint: Double the number of parts after every fold.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","test","existing","AC9M2M02-T-009","At the playdough table, which picture would show one half of the playdough slab?","A. 1 of 2 equal parts shaded | B. 1 of 3 equal parts shaded | C. 1 of 2 unequal parts shaded","1 of 2 equal parts shaded","One half is one of 2 equal parts of the same whole. Hint: Check the number of parts and whether they are equal.","","","",""
"AC9M2M02","Halves, Quarters and Eighths in Everyday Measures","test","existing","AC9M2M02-T-010","At the playdough table, the playdough slab is cut into 4 equal pieces. What is one piece called?","A. One half | B. One quarter | C. One eighth","One quarter","One of 4 equal parts is one quarter. Hint: The fraction name tells how many equal parts make the whole.","","","",""
